Requêtes, Résultats
Requête 46,http://db.uwaterloo.ca/~galuc/wsdbm/User11407,http://db.uwaterloo.ca/~galuc/wsdbm/User3566,http://db.uwaterloo.ca/~galuc/wsdbm/User15337,
Requête 47,http://db.uwaterloo.ca/~galuc/wsdbm/User1292,http://db.uwaterloo.ca/~galuc/wsdbm/User15569,
Requête 48,http://db.uwaterloo.ca/~galuc/wsdbm/User11788,http://db.uwaterloo.ca/~galuc/wsdbm/User2425,http://db.uwaterloo.ca/~galuc/wsdbm/User10183,http://db.uwaterloo.ca/~galuc/wsdbm/User19949,http://db.uwaterloo.ca/~galuc/wsdbm/User19996,
Requête 49,http://db.uwaterloo.ca/~galuc/wsdbm/User5970,http://db.uwaterloo.ca/~galuc/wsdbm/User6490,http://db.uwaterloo.ca/~galuc/wsdbm/User16101,
Requête 50,http://db.uwaterloo.ca/~galuc/wsdbm/User3572,http://db.uwaterloo.ca/~galuc/wsdbm/User17163,
Requête 51,http://db.uwaterloo.ca/~galuc/wsdbm/User1002,http://db.uwaterloo.ca/~galuc/wsdbm/User17425,http://db.uwaterloo.ca/~galuc/wsdbm/User13955,http://db.uwaterloo.ca/~galuc/wsdbm/User15758,http://db.uwaterloo.ca/~galuc/wsdbm/User16904,
Requête 52,http://db.uwaterloo.ca/~galuc/wsdbm/User12443,http://db.uwaterloo.ca/~galuc/wsdbm/User10699,http://db.uwaterloo.ca/~galuc/wsdbm/User18073,http://db.uwaterloo.ca/~galuc/wsdbm/User18933,
Requête 53,http://db.uwaterloo.ca/~galuc/wsdbm/User11560,http://db.uwaterloo.ca/~galuc/wsdbm/User16514,http://db.uwaterloo.ca/~galuc/wsdbm/User18378,
Requête 54,http://db.uwaterloo.ca/~galuc/wsdbm/User2064,http://db.uwaterloo.ca/~galuc/wsdbm/User1235,http://db.uwaterloo.ca/~galuc/wsdbm/User9420,http://db.uwaterloo.ca/~galuc/wsdbm/User17688,
Requête 55,http://db.uwaterloo.ca/~galuc/wsdbm/User4955,http://db.uwaterloo.ca/~galuc/wsdbm/User16506,
Requête 56,http://db.uwaterloo.ca/~galuc/wsdbm/User15455,
Requête 57,http://db.uwaterloo.ca/~galuc/wsdbm/User3838,http://db.uwaterloo.ca/~galuc/wsdbm/User1710,http://db.uwaterloo.ca/~galuc/wsdbm/User6051,http://db.uwaterloo.ca/~galuc/wsdbm/User16281,http://db.uwaterloo.ca/~galuc/wsdbm/User18623,
Requête 58,http://db.uwaterloo.ca/~galuc/wsdbm/User5879,http://db.uwaterloo.ca/~galuc/wsdbm/User13897,http://db.uwaterloo.ca/~galuc/wsdbm/User14987,http://db.uwaterloo.ca/~galuc/wsdbm/User16992,
Requête 59,http://db.uwaterloo.ca/~galuc/wsdbm/User3721,http://db.uwaterloo.ca/~galuc/wsdbm/User15147,
Requête 60,http://db.uwaterloo.ca/~galuc/wsdbm/User3128,http://db.uwaterloo.ca/~galuc/wsdbm/User6796,http://db.uwaterloo.ca/~galuc/wsdbm/User19696,http://db.uwaterloo.ca/~galuc/wsdbm/User16420,
Requête 61,http://db.uwaterloo.ca/~galuc/wsdbm/User4795,http://db.uwaterloo.ca/~galuc/wsdbm/User7958,http://db.uwaterloo.ca/~galuc/wsdbm/User10952,http://db.uwaterloo.ca/~galuc/wsdbm/User18534,
Requête 62,http://db.uwaterloo.ca/~galuc/wsdbm/User19139,http://db.uwaterloo.ca/~galuc/wsdbm/User6507,http://db.uwaterloo.ca/~galuc/wsdbm/User13823,http://db.uwaterloo.ca/~galuc/wsdbm/User19339,
Requête 63,http://db.uwaterloo.ca/~galuc/wsdbm/User3836,http://db.uwaterloo.ca/~galuc/wsdbm/User5827,http://db.uwaterloo.ca/~galuc/wsdbm/User7769,
Requête 64,http://db.uwaterloo.ca/~galuc/wsdbm/User1663,http://db.uwaterloo.ca/~galuc/wsdbm/User4269,http://db.uwaterloo.ca/~galuc/wsdbm/User11810,http://db.uwaterloo.ca/~galuc/wsdbm/User17987,http://db.uwaterloo.ca/~galuc/wsdbm/User3378,http://db.uwaterloo.ca/~galuc/wsdbm/User4686,http://db.uwaterloo.ca/~galuc/wsdbm/User6308,http://db.uwaterloo.ca/~galuc/wsdbm/User14110,http://db.uwaterloo.ca/~galuc/wsdbm/User15632,
Requête 65,http://db.uwaterloo.ca/~galuc/wsdbm/User14814,http://db.uwaterloo.ca/~galuc/wsdbm/User1422,http://db.uwaterloo.ca/~galuc/wsdbm/User9171,
Requête 66,http://db.uwaterloo.ca/~galuc/wsdbm/User15632,
Requête 67,http://db.uwaterloo.ca/~galuc/wsdbm/User501,http://db.uwaterloo.ca/~galuc/wsdbm/User18496,http://db.uwaterloo.ca/~galuc/wsdbm/User19616,http://db.uwaterloo.ca/~galuc/wsdbm/User19885,
Requête 68,http://db.uwaterloo.ca/~galuc/wsdbm/User2481,http://db.uwaterloo.ca/~galuc/wsdbm/User11034,
Requête 69,http://db.uwaterloo.ca/~galuc/wsdbm/User556,http://db.uwaterloo.ca/~galuc/wsdbm/User9416,http://db.uwaterloo.ca/~galuc/wsdbm/User10287,
Requête 70,http://db.uwaterloo.ca/~galuc/wsdbm/User855,http://db.uwaterloo.ca/~galuc/wsdbm/User1805,http://db.uwaterloo.ca/~galuc/wsdbm/User2513,
Requête 71,http://db.uwaterloo.ca/~galuc/wsdbm/User9542,http://db.uwaterloo.ca/~galuc/wsdbm/User13178,http://db.uwaterloo.ca/~galuc/wsdbm/User13973,http://db.uwaterloo.ca/~galuc/wsdbm/User14757,
Requête 72,http://db.uwaterloo.ca/~galuc/wsdbm/User659,http://db.uwaterloo.ca/~galuc/wsdbm/User5050,http://db.uwaterloo.ca/~galuc/wsdbm/User9696,http://db.uwaterloo.ca/~galuc/wsdbm/User17038,
Requête 73,http://db.uwaterloo.ca/~galuc/wsdbm/User16441,
Requête 74,http://db.uwaterloo.ca/~galuc/wsdbm/User3371,http://db.uwaterloo.ca/~galuc/wsdbm/User7763,http://db.uwaterloo.ca/~galuc/wsdbm/User11989,http://db.uwaterloo.ca/~galuc/wsdbm/User14376,
Requête 75,http://db.uwaterloo.ca/~galuc/wsdbm/User1794,http://db.uwaterloo.ca/~galuc/wsdbm/User7913,http://db.uwaterloo.ca/~galuc/wsdbm/User7932,http://db.uwaterloo.ca/~galuc/wsdbm/User9261,http://db.uwaterloo.ca/~galuc/wsdbm/User11089,http://db.uwaterloo.ca/~galuc/wsdbm/User13274,http://db.uwaterloo.ca/~galuc/wsdbm/User15569,http://db.uwaterloo.ca/~galuc/wsdbm/User17779,
Requête 76,http://db.uwaterloo.ca/~galuc/wsdbm/User10428,
Requête 77,http://db.uwaterloo.ca/~galuc/wsdbm/User2481,http://db.uwaterloo.ca/~galuc/wsdbm/User2533,http://db.uwaterloo.ca/~galuc/wsdbm/User10734,
Requête 78,http://db.uwaterloo.ca/~galuc/wsdbm/User17820,http://db.uwaterloo.ca/~galuc/wsdbm/User10519,http://db.uwaterloo.ca/~galuc/wsdbm/User10594,http://db.uwaterloo.ca/~galuc/wsdbm/User16481,
Requête 79,http://db.uwaterloo.ca/~galuc/wsdbm/User13,http://db.uwaterloo.ca/~galuc/wsdbm/User11083,
Requête 80,http://db.uwaterloo.ca/~galuc/wsdbm/User12813,http://db.uwaterloo.ca/~galuc/wsdbm/User16325,http://db.uwaterloo.ca/~galuc/wsdbm/User19818,
Requête 81,http://db.uwaterloo.ca/~galuc/wsdbm/User1761,http://db.uwaterloo.ca/~galuc/wsdbm/User16786,http://db.uwaterloo.ca/~galuc/wsdbm/User18941,
Requête 82,http://db.uwaterloo.ca/~galuc/wsdbm/User3637,http://db.uwaterloo.ca/~galuc/wsdbm/User4103,http://db.uwaterloo.ca/~galuc/wsdbm/User10627,
Requête 83,http://db.uwaterloo.ca/~galuc/wsdbm/User6864,http://db.uwaterloo.ca/~galuc/wsdbm/User13493,http://db.uwaterloo.ca/~galuc/wsdbm/User15794,
Requête 84,http://db.uwaterloo.ca/~galuc/wsdbm/User19221,
Requête 85,http://db.uwaterloo.ca/~galuc/wsdbm/User5125,http://db.uwaterloo.ca/~galuc/wsdbm/User5944,http://db.uwaterloo.ca/~galuc/wsdbm/User7842,http://db.uwaterloo.ca/~galuc/wsdbm/User11950,http://db.uwaterloo.ca/~galuc/wsdbm/User12340,http://db.uwaterloo.ca/~galuc/wsdbm/User18214,http://db.uwaterloo.ca/~galuc/wsdbm/User5281,
Requête 86,http://db.uwaterloo.ca/~galuc/wsdbm/User213,http://db.uwaterloo.ca/~galuc/wsdbm/User6751,http://db.uwaterloo.ca/~galuc/wsdbm/User10663,http://db.uwaterloo.ca/~galuc/wsdbm/User15144,http://db.uwaterloo.ca/~galuc/wsdbm/User15200,http://db.uwaterloo.ca/~galuc/wsdbm/User19030,
Requête 87,http://db.uwaterloo.ca/~galuc/wsdbm/User8443,http://db.uwaterloo.ca/~galuc/wsdbm/User10237,http://db.uwaterloo.ca/~galuc/wsdbm/User4654,http://db.uwaterloo.ca/~galuc/wsdbm/User14332,
Requête 88,http://db.uwaterloo.ca/~galuc/wsdbm/User10347,
Requête 89,http://db.uwaterloo.ca/~galuc/wsdbm/User5879,http://db.uwaterloo.ca/~galuc/wsdbm/User7693,http://db.uwaterloo.ca/~galuc/wsdbm/User10426,http://db.uwaterloo.ca/~galuc/wsdbm/User18070,
Requête 90,http://db.uwaterloo.ca/~galuc/wsdbm/User952,http://db.uwaterloo.ca/~galuc/wsdbm/User7818,
Requête 91,http://db.uwaterloo.ca/~galuc/wsdbm/User4420,http://db.uwaterloo.ca/~galuc/wsdbm/User14232,http://db.uwaterloo.ca/~galuc/wsdbm/User18400,
Requête 92,http://db.uwaterloo.ca/~galuc/wsdbm/User16140,http://db.uwaterloo.ca/~galuc/wsdbm/User5754,http://db.uwaterloo.ca/~galuc/wsdbm/User19893,
Requête 93,http://db.uwaterloo.ca/~galuc/wsdbm/User11282,
Requête 94,http://db.uwaterloo.ca/~galuc/wsdbm/User3881,http://db.uwaterloo.ca/~galuc/wsdbm/User8702,
Requête 95,http://db.uwaterloo.ca/~galuc/wsdbm/User2513,http://db.uwaterloo.ca/~galuc/wsdbm/User3709,
Requête 96,http://db.uwaterloo.ca/~galuc/wsdbm/User13,http://db.uwaterloo.ca/~galuc/wsdbm/User4326,http://db.uwaterloo.ca/~galuc/wsdbm/User8620,http://db.uwaterloo.ca/~galuc/wsdbm/User13758,http://db.uwaterloo.ca/~galuc/wsdbm/User19146,
Requête 97,http://db.uwaterloo.ca/~galuc/wsdbm/User8297,http://db.uwaterloo.ca/~galuc/wsdbm/User755,http://db.uwaterloo.ca/~galuc/wsdbm/User789,http://db.uwaterloo.ca/~galuc/wsdbm/User7990,http://db.uwaterloo.ca/~galuc/wsdbm/User16849,
Requête 98,NO RESULT
Requête 99,http://db.uwaterloo.ca/~galuc/wsdbm/User3971,http://db.uwaterloo.ca/~galuc/wsdbm/User12615,http://db.uwaterloo.ca/~galuc/wsdbm/User16501,http://db.uwaterloo.ca/~galuc/wsdbm/User13100,http://db.uwaterloo.ca/~galuc/wsdbm/User16506,
Requête 100,http://db.uwaterloo.ca/~galuc/wsdbm/User7968,http://db.uwaterloo.ca/~galuc/wsdbm/User9374,http://db.uwaterloo.ca/~galuc/wsdbm/User11481,http://db.uwaterloo.ca/~galuc/wsdbm/User12727,http://db.uwaterloo.ca/~galuc/wsdbm/User12985,http://db.uwaterloo.ca/~galuc/wsdbm/User13182,http://db.uwaterloo.ca/~galuc/wsdbm/User16291,http://db.uwaterloo.ca/~galuc/wsdbm/User16360,http://db.uwaterloo.ca/~galuc/wsdbm/User16737,http://db.uwaterloo.ca/~galuc/wsdbm/User17975,http://db.uwaterloo.ca/~galuc/wsdbm/User18781,http://db.uwaterloo.ca/~galuc/wsdbm/User19747,http://db.uwaterloo.ca/~galuc/wsdbm/User5257,http://db.uwaterloo.ca/~galuc/wsdbm/User10863,http://db.uwaterloo.ca/~galuc/wsdbm/User12484,
Requête 101,http://db.uwaterloo.ca/~galuc/wsdbm/User7432,http://db.uwaterloo.ca/~galuc/wsdbm/User12452,http://db.uwaterloo.ca/~galuc/wsdbm/User16098,http://db.uwaterloo.ca/~galuc/wsdbm/User17957,http://db.uwaterloo.ca/~galuc/wsdbm/User19537,http://db.uwaterloo.ca/~galuc/wsdbm/User18267,
Requête 102,http://db.uwaterloo.ca/~galuc/wsdbm/User9494,http://db.uwaterloo.ca/~galuc/wsdbm/User16962,
Requête 103,http://db.uwaterloo.ca/~galuc/wsdbm/User10292,http://db.uwaterloo.ca/~galuc/wsdbm/User11552,http://db.uwaterloo.ca/~galuc/wsdbm/User17421,
Requête 104,http://db.uwaterloo.ca/~galuc/wsdbm/User2097,http://db.uwaterloo.ca/~galuc/wsdbm/User3250,http://db.uwaterloo.ca/~galuc/wsdbm/User9799,http://db.uwaterloo.ca/~galuc/wsdbm/User15540,http://db.uwaterloo.ca/~galuc/wsdbm/User16114,
Requête 105,http://db.uwaterloo.ca/~galuc/wsdbm/User1987,http://db.uwaterloo.ca/~galuc/wsdbm/User4168,http://db.uwaterloo.ca/~galuc/wsdbm/User5441,http://db.uwaterloo.ca/~galuc/wsdbm/User5444,http://db.uwaterloo.ca/~galuc/wsdbm/User5549,http://db.uwaterloo.ca/~galuc/wsdbm/User5985,http://db.uwaterloo.ca/~galuc/wsdbm/User6627,http://db.uwaterloo.ca/~galuc/wsdbm/User8013,http://db.uwaterloo.ca/~galuc/wsdbm/User8290,http://db.uwaterloo.ca/~galuc/wsdbm/User8566,http://db.uwaterloo.ca/~galuc/wsdbm/User9910,http://db.uwaterloo.ca/~galuc/wsdbm/User10270,http://db.uwaterloo.ca/~galuc/wsdbm/User11279,http://db.uwaterloo.ca/~galuc/wsdbm/User11353,http://db.uwaterloo.ca/~galuc/wsdbm/User12262,http://db.uwaterloo.ca/~galuc/wsdbm/User12721,http://db.uwaterloo.ca/~galuc/wsdbm/User15020,http://db.uwaterloo.ca/~galuc/wsdbm/User15327,http://db.uwaterloo.ca/~galuc/wsdbm/User15926,http://db.uwaterloo.ca/~galuc/wsdbm/User16156,http://db.uwaterloo.ca/~galuc/wsdbm/User17265,http://db.uwaterloo.ca/~galuc/wsdbm/User17616,http://db.uwaterloo.ca/~galuc/wsdbm/User18093,http://db.uwaterloo.ca/~galuc/wsdbm/User18928,http://db.uwaterloo.ca/~galuc/wsdbm/User19064,http://db.uwaterloo.ca/~galuc/wsdbm/User12902,
Requête 106,http://db.uwaterloo.ca/~galuc/wsdbm/User9281,http://db.uwaterloo.ca/~galuc/wsdbm/User1758,http://db.uwaterloo.ca/~galuc/wsdbm/User7763,
Requête 107,NO RESULT
Requête 108,http://db.uwaterloo.ca/~galuc/wsdbm/User6490,http://db.uwaterloo.ca/~galuc/wsdbm/User10183,http://db.uwaterloo.ca/~galuc/wsdbm/User11288,
Requête 109,http://db.uwaterloo.ca/~galuc/wsdbm/User1805,http://db.uwaterloo.ca/~galuc/wsdbm/User19337,
Requête 110,http://db.uwaterloo.ca/~galuc/wsdbm/User18032,http://db.uwaterloo.ca/~galuc/wsdbm/User10835,
Requête 111,http://db.uwaterloo.ca/~galuc/wsdbm/User7215,http://db.uwaterloo.ca/~galuc/wsdbm/User13523,http://db.uwaterloo.ca/~galuc/wsdbm/User17626,
Requête 112,http://db.uwaterloo.ca/~galuc/wsdbm/User10183,http://db.uwaterloo.ca/~galuc/wsdbm/User16114,
Requête 113,NO RESULT
Requête 114,http://db.uwaterloo.ca/~galuc/wsdbm/User4204,http://db.uwaterloo.ca/~galuc/wsdbm/User9587,http://db.uwaterloo.ca/~galuc/wsdbm/User11451,http://db.uwaterloo.ca/~galuc/wsdbm/User17929,
Requête 115,http://db.uwaterloo.ca/~galuc/wsdbm/User3244,http://db.uwaterloo.ca/~galuc/wsdbm/User14844,
Requête 116,http://db.uwaterloo.ca/~galuc/wsdbm/User5637,http://db.uwaterloo.ca/~galuc/wsdbm/User3566,http://db.uwaterloo.ca/~galuc/wsdbm/User5435,http://db.uwaterloo.ca/~galuc/wsdbm/User5921,http://db.uwaterloo.ca/~galuc/wsdbm/User7150,http://db.uwaterloo.ca/~galuc/wsdbm/User10428,http://db.uwaterloo.ca/~galuc/wsdbm/User14799,http://db.uwaterloo.ca/~galuc/wsdbm/User19339,
Requête 117,http://db.uwaterloo.ca/~galuc/wsdbm/User17085,
Requête 118,http://db.uwaterloo.ca/~galuc/wsdbm/User13178,
Requête 119,http://db.uwaterloo.ca/~galuc/wsdbm/User2472,http://db.uwaterloo.ca/~galuc/wsdbm/User6072,http://db.uwaterloo.ca/~galuc/wsdbm/User16684,http://db.uwaterloo.ca/~galuc/wsdbm/User2526,http://db.uwaterloo.ca/~galuc/wsdbm/User5895,http://db.uwaterloo.ca/~galuc/wsdbm/User7881,http://db.uwaterloo.ca/~galuc/wsdbm/User16353,
Requête 120,http://db.uwaterloo.ca/~galuc/wsdbm/User3439,http://db.uwaterloo.ca/~galuc/wsdbm/User6119,http://db.uwaterloo.ca/~galuc/wsdbm/User19221,
Requête 121,http://db.uwaterloo.ca/~galuc/wsdbm/User18432,
Requête 122,http://db.uwaterloo.ca/~galuc/wsdbm/User8196,
Requête 123,http://db.uwaterloo.ca/~galuc/wsdbm/User3182,http://db.uwaterloo.ca/~galuc/wsdbm/User993,
Requête 124,http://db.uwaterloo.ca/~galuc/wsdbm/User10636,http://db.uwaterloo.ca/~galuc/wsdbm/User11144,http://db.uwaterloo.ca/~galuc/wsdbm/User5280,http://db.uwaterloo.ca/~galuc/wsdbm/User10627,http://db.uwaterloo.ca/~galuc/wsdbm/User17740,
Requête 125,http://db.uwaterloo.ca/~galuc/wsdbm/User1809,http://db.uwaterloo.ca/~galuc/wsdbm/User17688,http://db.uwaterloo.ca/~galuc/wsdbm/User17757,
Requête 126,http://db.uwaterloo.ca/~galuc/wsdbm/User14511,http://db.uwaterloo.ca/~galuc/wsdbm/User4204,http://db.uwaterloo.ca/~galuc/wsdbm/User5213,http://db.uwaterloo.ca/~galuc/wsdbm/User10953,http://db.uwaterloo.ca/~galuc/wsdbm/User15540,http://db.uwaterloo.ca/~galuc/wsdbm/User15962,
Requête 127,http://db.uwaterloo.ca/~galuc/wsdbm/User13160,http://db.uwaterloo.ca/~galuc/wsdbm/User9411,
Requête 128,http://db.uwaterloo.ca/~galuc/wsdbm/User10053,http://db.uwaterloo.ca/~galuc/wsdbm/User12850,http://db.uwaterloo.ca/~galuc/wsdbm/User18555,http://db.uwaterloo.ca/~galuc/wsdbm/User17688,
Requête 129,http://db.uwaterloo.ca/~galuc/wsdbm/User14391,
Requête 130,http://db.uwaterloo.ca/~galuc/wsdbm/User5585,http://db.uwaterloo.ca/~galuc/wsdbm/User10053,http://db.uwaterloo.ca/~galuc/wsdbm/User11796,http://db.uwaterloo.ca/~galuc/wsdbm/User13453,http://db.uwaterloo.ca/~galuc/wsdbm/User15607,http://db.uwaterloo.ca/~galuc/wsdbm/User16123,http://db.uwaterloo.ca/~galuc/wsdbm/User17482,http://db.uwaterloo.ca/~galuc/wsdbm/User5463,http://db.uwaterloo.ca/~galuc/wsdbm/User12140,http://db.uwaterloo.ca/~galuc/wsdbm/User16481,http://db.uwaterloo.ca/~galuc/wsdbm/User17801,
Requête 131,http://db.uwaterloo.ca/~galuc/wsdbm/User1053,http://db.uwaterloo.ca/~galuc/wsdbm/User7032,http://db.uwaterloo.ca/~galuc/wsdbm/User16831,http://db.uwaterloo.ca/~galuc/wsdbm/User19146,
Requête 132,http://db.uwaterloo.ca/~galuc/wsdbm/User10562,http://db.uwaterloo.ca/~galuc/wsdbm/User12800,http://db.uwaterloo.ca/~galuc/wsdbm/User16981,http://db.uwaterloo.ca/~galuc/wsdbm/User10215,http://db.uwaterloo.ca/~galuc/wsdbm/User13831,
Requête 133,http://db.uwaterloo.ca/~galuc/wsdbm/User12701,
Requête 134,http://db.uwaterloo.ca/~galuc/wsdbm/User12017,
Requête 135,http://db.uwaterloo.ca/~galuc/wsdbm/User9638,
Requête 136,http://db.uwaterloo.ca/~galuc/wsdbm/User5775,http://db.uwaterloo.ca/~galuc/wsdbm/User11329,http://db.uwaterloo.ca/~galuc/wsdbm/User11846,http://db.uwaterloo.ca/~galuc/wsdbm/User18534,
Requête 137,http://db.uwaterloo.ca/~galuc/wsdbm/User13193,
Requête 138,http://db.uwaterloo.ca/~galuc/wsdbm/User8220,http://db.uwaterloo.ca/~galuc/wsdbm/User11522,http://db.uwaterloo.ca/~galuc/wsdbm/User15221,http://db.uwaterloo.ca/~galuc/wsdbm/User15994,
Requête 139,http://db.uwaterloo.ca/~galuc/wsdbm/User7693,http://db.uwaterloo.ca/~galuc/wsdbm/User8684,http://db.uwaterloo.ca/~galuc/wsdbm/User10554,http://db.uwaterloo.ca/~galuc/wsdbm/User14844,
Requête 140,http://db.uwaterloo.ca/~galuc/wsdbm/User9702,http://db.uwaterloo.ca/~galuc/wsdbm/User14071,http://db.uwaterloo.ca/~galuc/wsdbm/User15675,http://db.uwaterloo.ca/~galuc/wsdbm/User7301,
Requête 141,http://db.uwaterloo.ca/~galuc/wsdbm/User17498,http://db.uwaterloo.ca/~galuc/wsdbm/User17741,
Requête 142,http://db.uwaterloo.ca/~galuc/wsdbm/User494,http://db.uwaterloo.ca/~galuc/wsdbm/User6784,http://db.uwaterloo.ca/~galuc/wsdbm/User6968,
Requête 143,http://db.uwaterloo.ca/~galuc/wsdbm/User2883,http://db.uwaterloo.ca/~galuc/wsdbm/User10287,
Requête 144,http://db.uwaterloo.ca/~galuc/wsdbm/User17441,http://db.uwaterloo.ca/~galuc/wsdbm/User14952,
Requête 145,http://db.uwaterloo.ca/~galuc/wsdbm/User3698,http://db.uwaterloo.ca/~galuc/wsdbm/User5534,http://db.uwaterloo.ca/~galuc/wsdbm/User5829,http://db.uwaterloo.ca/~galuc/wsdbm/User7794,http://db.uwaterloo.ca/~galuc/wsdbm/User9282,http://db.uwaterloo.ca/~galuc/wsdbm/User9602,http://db.uwaterloo.ca/~galuc/wsdbm/User11662,http://db.uwaterloo.ca/~galuc/wsdbm/User15925,http://db.uwaterloo.ca/~galuc/wsdbm/User16199,http://db.uwaterloo.ca/~galuc/wsdbm/User16881,http://db.uwaterloo.ca/~galuc/wsdbm/User17021,http://db.uwaterloo.ca/~galuc/wsdbm/User18560,http://db.uwaterloo.ca/~galuc/wsdbm/User18819,http://db.uwaterloo.ca/~galuc/wsdbm/User19210,http://db.uwaterloo.ca/~galuc/wsdbm/User9038,http://db.uwaterloo.ca/~galuc/wsdbm/User12335,http://db.uwaterloo.ca/~galuc/wsdbm/User15994,http://db.uwaterloo.ca/~galuc/wsdbm/User17741,
Requête 146,http://db.uwaterloo.ca/~galuc/wsdbm/User4298,http://db.uwaterloo.ca/~galuc/wsdbm/User9578,
Requête 147,http://db.uwaterloo.ca/~galuc/wsdbm/User184,
Requête 148,http://db.uwaterloo.ca/~galuc/wsdbm/User543,http://db.uwaterloo.ca/~galuc/wsdbm/User1743,http://db.uwaterloo.ca/~galuc/wsdbm/User9558,http://db.uwaterloo.ca/~galuc/wsdbm/User11459,http://db.uwaterloo.ca/~galuc/wsdbm/User18884,
Requête 149,http://db.uwaterloo.ca/~galuc/wsdbm/User494,http://db.uwaterloo.ca/~galuc/wsdbm/User4103,
Requête 150,http://db.uwaterloo.ca/~galuc/wsdbm/User12522,
Requête 151,http://db.uwaterloo.ca/~galuc/wsdbm/User3704,http://db.uwaterloo.ca/~galuc/wsdbm/User9108,http://db.uwaterloo.ca/~galuc/wsdbm/User9542,http://db.uwaterloo.ca/~galuc/wsdbm/User10428,
Requête 152,http://db.uwaterloo.ca/~galuc/wsdbm/User1953,http://db.uwaterloo.ca/~galuc/wsdbm/User7808,http://db.uwaterloo.ca/~galuc/wsdbm/User13830,http://db.uwaterloo.ca/~galuc/wsdbm/User14617,http://db.uwaterloo.ca/~galuc/wsdbm/User14929,http://db.uwaterloo.ca/~galuc/wsdbm/User15476,http://db.uwaterloo.ca/~galuc/wsdbm/User9558,http://db.uwaterloo.ca/~galuc/wsdbm/User19410,
Requête 153,http://db.uwaterloo.ca/~galuc/wsdbm/User12719,http://db.uwaterloo.ca/~galuc/wsdbm/User12321,http://db.uwaterloo.ca/~galuc/wsdbm/User12530,http://db.uwaterloo.ca/~galuc/wsdbm/User18883,
Requête 154,http://db.uwaterloo.ca/~galuc/wsdbm/User10442,http://db.uwaterloo.ca/~galuc/wsdbm/User17792,
Requête 155,http://db.uwaterloo.ca/~galuc/wsdbm/User826,http://db.uwaterloo.ca/~galuc/wsdbm/User496,http://db.uwaterloo.ca/~galuc/wsdbm/User7167,http://db.uwaterloo.ca/~galuc/wsdbm/User7990,http://db.uwaterloo.ca/~galuc/wsdbm/User9558,http://db.uwaterloo.ca/~galuc/wsdbm/User9638,http://db.uwaterloo.ca/~galuc/wsdbm/User11459,http://db.uwaterloo.ca/~galuc/wsdbm/User16849,http://db.uwaterloo.ca/~galuc/wsdbm/User17158,
Requête 156,http://db.uwaterloo.ca/~galuc/wsdbm/User14929,http://db.uwaterloo.ca/~galuc/wsdbm/User8840,http://db.uwaterloo.ca/~galuc/wsdbm/User12912,
Requête 157,http://db.uwaterloo.ca/~galuc/wsdbm/User1286,http://db.uwaterloo.ca/~galuc/wsdbm/User1331,http://db.uwaterloo.ca/~galuc/wsdbm/User1407,http://db.uwaterloo.ca/~galuc/wsdbm/User2366,http://db.uwaterloo.ca/~galuc/wsdbm/User3624,http://db.uwaterloo.ca/~galuc/wsdbm/User3626,http://db.uwaterloo.ca/~galuc/wsdbm/User6315,http://db.uwaterloo.ca/~galuc/wsdbm/User6516,http://db.uwaterloo.ca/~galuc/wsdbm/User7087,http://db.uwaterloo.ca/~galuc/wsdbm/User7494,http://db.uwaterloo.ca/~galuc/wsdbm/User7880,http://db.uwaterloo.ca/~galuc/wsdbm/User8141,http://db.uwaterloo.ca/~galuc/wsdbm/User8557,http://db.uwaterloo.ca/~galuc/wsdbm/User8678,http://db.uwaterloo.ca/~galuc/wsdbm/User8909,http://db.uwaterloo.ca/~galuc/wsdbm/User9758,http://db.uwaterloo.ca/~galuc/wsdbm/User11450,http://db.uwaterloo.ca/~galuc/wsdbm/User11813,http://db.uwaterloo.ca/~galuc/wsdbm/User11889,http://db.uwaterloo.ca/~galuc/wsdbm/User11915,http://db.uwaterloo.ca/~galuc/wsdbm/User11939,http://db.uwaterloo.ca/~galuc/wsdbm/User13227,http://db.uwaterloo.ca/~galuc/wsdbm/User16057,http://db.uwaterloo.ca/~galuc/wsdbm/User16254,http://db.uwaterloo.ca/~galuc/wsdbm/User17035,http://db.uwaterloo.ca/~galuc/wsdbm/User17089,http://db.uwaterloo.ca/~galuc/wsdbm/User17556,http://db.uwaterloo.ca/~galuc/wsdbm/User18923,http://db.uwaterloo.ca/~galuc/wsdbm/User13758,
Requête 158,http://db.uwaterloo.ca/~galuc/wsdbm/User13100,
Requête 159,http://db.uwaterloo.ca/~galuc/wsdbm/User1082,http://db.uwaterloo.ca/~galuc/wsdbm/User16136,http://db.uwaterloo.ca/~galuc/wsdbm/User16485,http://db.uwaterloo.ca/~galuc/wsdbm/User17619,
Requête 160,http://db.uwaterloo.ca/~galuc/wsdbm/User8473,http://db.uwaterloo.ca/~galuc/wsdbm/User711,http://db.uwaterloo.ca/~galuc/wsdbm/User5534,http://db.uwaterloo.ca/~galuc/wsdbm/User14181,
Requête 161,http://db.uwaterloo.ca/~galuc/wsdbm/User597,http://db.uwaterloo.ca/~galuc/wsdbm/User9411,http://db.uwaterloo.ca/~galuc/wsdbm/User9968,http://db.uwaterloo.ca/~galuc/wsdbm/User17388,
